target,id,date,flag,user,text
4,1556877602,Sun Apr 19 00:47:45 PDT 2009,NO_QUERY,emilysmum,@Brimmers happy birthday Mrs B 
4,1557031022,Sun Apr 19 01:37:41 PDT 2009,NO_QUERY,bigste78,thanks @glasgow_weather 
4,1557216647,Sun Apr 19 02:42:40 PDT 2009,NO_QUERY,VioletsCRUK,@jason_2008 Nice one..hope you have a good day. Isn't this weather amazing!?! Talk to you later..enjoy your walk. 
4,1557229664,Sun Apr 19 02:47:35 PDT 2009,NO_QUERY,weezyg,@jlamshed  ur so Bob 
4,1557348724,Sun Apr 19 03:33:32 PDT 2009,NO_QUERY,yellowbrickedrd,I'm now a proud owner of a Germany jersey. Awe-fucking-some! 
4,1557389767,Sun Apr 19 03:49:08 PDT 2009,NO_QUERY,tessayan,I've decided to cook my own dinner 
4,1557443114,Sun Apr 19 04:08:41 PDT 2009,NO_QUERY,logicattraction,just uploaded two old demos to http://www.myspace.com/marktinley one from 1988 and one from 1993 guess what I was doing to in 1988 
4,1557633719,Sun Apr 19 05:14:06 PDT 2009,NO_QUERY,Gx69,@naughtygirlx Hey girl... hope everything's okay with ya...! 
4,1557679624,Sun Apr 19 05:28:38 PDT 2009,NO_QUERY,dianarowland,@TinaGerow Yes I am! I figured there had to be someone else on the same flight 
4,1557714050,Sun Apr 19 05:38:57 PDT 2009,NO_QUERY,NCLTony,I love my city  http://twitpic.com/3lbbt
4,1557960834,Sun Apr 19 06:44:27 PDT 2009,NO_QUERY,__skylinebeat,talking to gemma  i miss you and i love you &amp;&amp;&amp;&amp; i can't wait to see you and lara 
4,1558505111,Sun Apr 19 08:34:51 PDT 2009,NO_QUERY,livingthedream7,off to first soccer game of the day... another game at 3 with the boys 
4,1558561600,Sun Apr 19 08:45:02 PDT 2009,NO_QUERY,Schnik,@liplash You think my liver doesn't know about morning cocktails? LOL&gt; I was young once. 
4,1558794500,Sun Apr 19 09:25:16 PDT 2009,NO_QUERY,katiechamp,enjoying the sunshine today 
4,1558824446,Sun Apr 19 09:30:17 PDT 2009,NO_QUERY,sarahgotting,After a false start I finally have my own online store  #fb
4,1558945485,Sun Apr 19 09:50:19 PDT 2009,NO_QUERY,RadioACTIVEluvr,@Dannymcfly http://twitpic.com/3eyhr - Love this guitar. Love Tom. Love McFly. Love this picture 
4,1558976655,Sun Apr 19 09:55:29 PDT 2009,NO_QUERY,fate_22,@skeeen hahah he's going!? 
4,1559162747,Sun Apr 19 10:25:34 PDT 2009,NO_QUERY,Monkey1313,17 Again and Hannah Montana The Movie were both AMAZING! 
4,1559642542,Sun Apr 19 11:40:32 PDT 2009,NO_QUERY,Alissakins,watching hp and the prisoner of azkaban haha 
4,1559807503,Sun Apr 19 12:05:52 PDT 2009,NO_QUERY,MeL87v,I had a great weekend!! 
4,1559842493,Sun Apr 19 12:11:15 PDT 2009,NO_QUERY,Roses_Are_Red,"@chasy Yeah  i've been on for 2 years, I'm the voice of a sockpuppet but the rest are movie music videos XD I'm Jellojellybeangirl n,n"
4,1563597750,Sun Apr 19 23:27:37 PDT 2009,NO_QUERY,KingNalima,"@AubreyODay Aubs, Fuck all these other people..I'M THE NUMBER 1 FAN!!!  Joe (617)-669-3319 "
4,1563737477,Mon Apr 20 00:02:46 PDT 2009,NO_QUERY,ColorBakery,"@pcsketch Me, too. "
4,1564156121,Mon Apr 20 02:03:37 PDT 2009,NO_QUERY,cameronreilly,@TimNoonan ... which is just what T-rex was thinking 200 million yrs ago. 
4,1564253513,Mon Apr 20 02:33:55 PDT 2009,NO_QUERY,maijalindblom,"@thesixtyone but after reading the FAQ, I'm not that confused anymore as a I.. Guess shall give it another try! "
4,1564853257,Mon Apr 20 05:08:49 PDT 2009,NO_QUERY,natasharamsey,"what a start to a Monday! Rainy, morning run to catch train across busy street, helping older woman who fell on stairs #commuterlife "
4,1564958833,Mon Apr 20 05:29:05 PDT 2009,NO_QUERY,drunkmaster,"New game Godfather 2 , realy nice with gta 4 engine ;) lets play today ))  Visla igruska Godfather 2 , sovsem nicego takaja  ubitij den.."
4,1565798706,Mon Apr 20 07:34:38 PDT 2009,NO_QUERY,lownleeeynjul,@tsarnick yay totally  send me an e-mail! Cool I'm back at my appartment tomorrow so I'll have my laptop and my video software :)
4,1573153291,Mon Apr 20 23:56:17 PDT 2009,NO_QUERY,UkuleleJammin,"@liquidwings haha... i gotta see that tree one day too... imagine, worldwide tweetup at the rockefeller tree.... "
4,1573442503,Tue Apr 21 01:11:26 PDT 2009,NO_QUERY,TiffanyG,mmmmmmmm Runts candy at 4am.  they have new flavors! green apple replaced lime and now grape.  I pick out all the pink ones  
4,1573930474,Tue Apr 21 03:31:28 PDT 2009,NO_QUERY,Sir_Almo,@EducationInfo hahaha what kind of info??  
4,1574047749,Tue Apr 21 04:02:03 PDT 2009,NO_QUERY,Tomjnewton,@BPageVsDDors Yeah that pretty much sums it up! 
4,1675895830,Fri May 01 20:35:17 PDT 2009,NO_QUERY,caraendless,luvin' @taylorswift13's new video 
4,1676065797,Fri May 01 21:00:40 PDT 2009,NO_QUERY,graceeechen,"park w kikko&amp;daryl in the AM, biking by the seawall w joe&amp;jules, qoola(w kiwi&amp;raspberries) &amp; our 1st family night in 5 months  goooood day"
4,1676339862,Fri May 01 21:45:31 PDT 2009,NO_QUERY,jennahatch,Never thought texting could be so fun. 
4,1676563427,Fri May 01 22:25:49 PDT 2009,NO_QUERY,tre_,break through!  Woohoo.  Persistance pays off.  Staying here fiddling with variables is so worth it. 
4,1676737828,Fri May 01 23:01:12 PDT 2009,NO_QUERY,MargaretJow,@Matthewjhansen i'll be there!  
4,1676893399,Fri May 01 23:36:31 PDT 2009,NO_QUERY,LuLuBelle1,@AmberInSoDak Yes! He was named after Meeko from Pocahontas because he looked like a little raccoon cub when he was a baby. 
4,1677171628,Sat May 02 00:46:29 PDT 2009,NO_QUERY,WollemiPine,@longpour Wollemi Pine is prehistoric!  http://tinyurl.com/cnju4v
4,1677394781,Sat May 02 01:51:19 PDT 2009,NO_QUERY,Lukefish,@anne_emanuel I am replying on my iPod touch 
4,1677907277,Sat May 02 04:36:48 PDT 2009,NO_QUERY,ncteacher77,@Kelly_StrayCat You need to post that to @DonnieWahlberg he always has isms going on around here!  
4,1678216952,Sat May 02 05:57:18 PDT 2009,NO_QUERY,dizzybunny,"@brunolovesbrit cool ,I wanted one of them when I was 14, but I don't like them much now lol but I'm sure urs is cute "
4,1678218193,Sat May 02 05:57:34 PDT 2009,NO_QUERY,wywk,@RealHughJackman  - Wolverine -&gt; Amazing!! Loved everything about it! I'm def gonna see it again. Love your work! All seats were sold out 
4,1678693328,Sat May 02 07:28:08 PDT 2009,NO_QUERY,21seant,@nguyelon oh thanks. I'll check those out. 
4,1678877364,Sat May 02 07:57:51 PDT 2009,NO_QUERY,skakidalex,"just had and awesome dream about LARPing, it was awesome  lots of fun"
4,1679144432,Sat May 02 08:38:34 PDT 2009,NO_QUERY,baristabitch,@nil17 good morning to you.  I did get your voice mail yesterday but I was in no service area.  We did go to wadena this weekend 
4,1679211895,Sat May 02 08:48:35 PDT 2009,NO_QUERY,chattiee97,I am freaking out! MILEY IS ON HERE! 
4,1679418271,Sat May 02 09:18:26 PDT 2009,NO_QUERY,Lynzbug2988,Just got finishinh marching4 babies!Wow!Y'all chat alot.I'm just getting used to this.Why isn't jan following me or me following her? 
4,1679768659,Sat May 02 10:08:05 PDT 2009,NO_QUERY,bluecandylover,Is in a rather busy pub in Sunderland.  x.
4,1679876720,Sat May 02 10:23:13 PDT 2009,NO_QUERY,foleykai,Live Like Andi Cheetah Ball  and good news: i survived the race! haha
4,1680238402,Sat May 02 11:13:14 PDT 2009,NO_QUERY,monicanino,spending the day with the familia riding horses and hanging out 
4,1684954956,Sat May 02 22:34:12 PDT 2009,NO_QUERY,MoonBuggy,@sweettart321 Wish I could! 
4,1685196265,Sat May 02 23:24:51 PDT 2009,NO_QUERY,understandniche,@trekkerguy not yet but I'm gonna check it out 
4,1685659716,Sun May 03 01:25:45 PDT 2009,NO_QUERY,lexikitty,@accentuations ty m'dear! 
4,1685662007,Sun May 03 01:26:27 PDT 2009,NO_QUERY,nicodemuss,fingers crossed i can see millsy today  http://tumblr.com/xne1p9b1y
4,1686185926,Sun May 03 04:12:53 PDT 2009,NO_QUERY,ilove_shoes,Working alllll day today and it's going to be SUPER busy. FML! @cameronm82 Happy Happy HAPPY biiiirfday hope you have a great day &lt;333 
4,1686186836,Sun May 03 04:13:11 PDT 2009,NO_QUERY,jenniferjayy,watching harry potter and the order of the phoenix. i can't waittt for hbp to come out 
4,1686551201,Sun May 03 05:54:02 PDT 2009,NO_QUERY,CatholicMeme,@markalves LOL @ baseball players get &quot;sent down&quot; @LJLeg yes! @dustinfaber basketball is a close second... 
4,1686706211,Sun May 03 06:28:55 PDT 2009,NO_QUERY,no_surprises,@Uk_joedan_fan That sounds lovely. Hope it goes well. 
4,1687432628,Sun May 03 08:41:00 PDT 2009,NO_QUERY,poynterpie,round rosies for another night. mcfly in 2 days.again  i love being poynterpie hahahahahaha
4,1691125305,Sun May 03 17:09:04 PDT 2009,NO_QUERY,cheonea,Spending quality time with my dad 
4,1692018293,Sun May 03 19:06:09 PDT 2009,NO_QUERY,xjkradicoolx,@graff_king k thanks 
4,1692530025,Sun May 03 20:11:41 PDT 2009,NO_QUERY,Torileann,wizards! 
4,1692957321,Sun May 03 21:11:45 PDT 2009,NO_QUERY,heathermeeker,@momfluential Ooohhh that's good that she's Olive at least.  Will help out a little.
4,1693324239,Sun May 03 22:12:09 PDT 2009,NO_QUERY,supastarchar,@jettalee hahaha ya I read Breaking Dawn at a slower pace than the other 3 books too.. Now I'm reading Emily Giffin's latest book 
4,1693459041,Sun May 03 22:36:55 PDT 2009,NO_QUERY,cheitkamp,@mikebilleter It's honestly the least I could do.  You guys are the ones doing the hard work.  Keep it up! 
4,1693876633,Mon May 04 00:07:47 PDT 2009,NO_QUERY,BeautiifuLGirL,"@amankevin Yaaay you have this awesome Pic here, too !  It's soo damn cute. But you already know it.haha"
4,1694015657,Mon May 04 00:42:24 PDT 2009,NO_QUERY,lesley007,@snedwan Mooooooooornin'  How are you? Are your legs ok?
4,1694035759,Mon May 04 00:47:50 PDT 2009,NO_QUERY,Kurwaface,@chkndoodie no need to thank  we all just have to keep the good thought! 
4,1694438270,Mon May 04 02:37:41 PDT 2009,NO_QUERY,ChelseaBabyxx,Had some lovely sugar puffs and just been playing with my amazing dog jack 
4,1694474375,Mon May 04 02:47:38 PDT 2009,NO_QUERY,isaygorawr,@smoshian the pink straw also makes you manly 
4,1694474816,Mon May 04 02:47:45 PDT 2009,NO_QUERY,obsessedwithyou,"http://twitpic.com/4jbws - Hyeri, Ayshea, Isabelle, Me  At ROXY!"
4,1694587642,Mon May 04 03:17:57 PDT 2009,NO_QUERY,Kelly_00,"@EmmaJaney ohh, yeah well. im sick today so i win "
4,1694607017,Mon May 04 03:23:01 PDT 2009,NO_QUERY,nessie111,@sucka99 yep 14 days whoop 
4,1694835127,Mon May 04 04:18:15 PDT 2009,NO_QUERY,joshcoop,@EnchantedStar it can only get better. 
4,1694906892,Mon May 04 04:33:43 PDT 2009,NO_QUERY,karichiqi,Europe bound 
4,1695165215,Mon May 04 05:23:50 PDT 2009,NO_QUERY,Satu41,@boldnbright1 Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.
4,1696133339,Mon May 04 07:40:42 PDT 2009,NO_QUERY,amberisgreat,wishing I were somewhere else besides here!!  Don't worry this won't dampen my day and neither will the rain 
4,1696136662,Mon May 04 07:41:07 PDT 2009,NO_QUERY,aunksunamun13,@VIVIatTheDisco Good luck on your first day !!!! 
4,1751105198,Sat May 09 18:40:33 PDT 2009,NO_QUERY,emilythecool,"@bendvrx no swearing ben, say 'fudge' "
4,1751178303,Sat May 09 18:50:59 PDT 2009,NO_QUERY,Made_of_Amazing,i'm causing trouble with my partner in crime. 
4,1751323632,Sat May 09 19:10:54 PDT 2009,NO_QUERY,WookieeChew,Twitter is officially the BEST way to advertise something. 
4,1751394968,Sat May 09 19:20:55 PDT 2009,NO_QUERY,CynthiaY29,"@GreeGreece oh wait your in Greece, I'm in the U.S of course you think differently "
4,1752415733,Sat May 09 21:51:46 PDT 2009,NO_QUERY,rockforpeace,I forgot I set my iTunes to display by play count last night. I didn't understand why Taylor Swift was in front of Belinda. Haha. 
4,1752475287,Sat May 09 22:01:38 PDT 2009,NO_QUERY,TheBiiiigMan,"sitting here with Nathan, Eddie &amp; Brenden chilling out at 1 AM, haha great day, I love my life! "
4,1752675125,Sat May 09 22:37:00 PDT 2009,NO_QUERY,r4ziel,@nemke  #stackeoverflow  http://bit.ly/13Nfk1  
4,1752724534,Sat May 09 22:46:45 PDT 2009,NO_QUERY,andreeaparaschi,@scottrmcgrew honey is great for your health! 
4,1752796381,Sat May 09 23:01:14 PDT 2009,NO_QUERY,katelynroseee,@mariapaulaa i KNOW! AHH!  so fun!
4,1753032017,Sat May 09 23:52:15 PDT 2009,NO_QUERY,carakikay,save me--i feel like i'm going crazy.  ? http://blip.fm/~5z193
4,1753050603,Sat May 09 23:56:40 PDT 2009,NO_QUERY,marvinrobles,Reminiscing my old days by listening to old music.   
4,1753886405,Sun May 10 03:57:54 PDT 2009,NO_QUERY,foolandtheopera,@JOY949 thanks for promoing the show for me in my absence  Glad you liked it. @sealfur and @flipthetape rock!
4,1754448858,Sun May 10 06:18:33 PDT 2009,NO_QUERY,wisekaren,@teensygreen Cool! That's a fun Mother's Day present. 
4,1754602199,Sun May 10 06:49:01 PDT 2009,NO_QUERY,lindachatter1,@mrskutcher: happy mothers day 
4,1754628204,Sun May 10 06:53:55 PDT 2009,NO_QUERY,ananyah,@Karen230683 well done! I'm proud of you 
4,1755091219,Sun May 10 08:13:59 PDT 2009,NO_QUERY,YourChessCoach,@JimSutton5 Shouldn't that be &quot;fush&quot;? 
4,1755673773,Sun May 10 09:44:20 PDT 2009,NO_QUERY,x_Charmaine_x,I am working out how to use this thing after finally giving in and creating an account 
4,1755742257,Sun May 10 09:54:43 PDT 2009,NO_QUERY,jtcal,"I knew we'd get May Gray weather don't mind it at all. Good luck Dodgers, Happy Mother's Day Mom and to everyone who is a Mom. "
4,1755843400,Sun May 10 10:09:47 PDT 2009,NO_QUERY,pwkavanaugh,"heading to Margarita at Pine Creek for Mother's Day brunch.....with mom, of course "
4,1759050784,Sun May 10 18:20:58 PDT 2009,NO_QUERY,nikolasco,"@maymaym I thought http://ffmpegx.com was fairly dead these days? Of course if it works, then great to know  I'm a CLI dork anyway"
4,1759127439,Sun May 10 18:31:22 PDT 2009,NO_QUERY,sarahloulou2,Work work work all day long work work work so I can get my degree!!!  
4,1759200101,Sun May 10 18:41:12 PDT 2009,NO_QUERY,Sebastyne,"@Phoena I like it. if they go all religious on me, then surely I can as well: &quot;I will channel the powers of universe onto you as well.&quot; "
4,1759349578,Sun May 10 19:01:16 PDT 2009,NO_QUERY,Emmaloo2,the only bad things about vacations is having to go back to the real world....(good thing its only for 7 more days   )
4,1759389310,Sun May 10 19:06:20 PDT 2009,NO_QUERY,Cassiejb00,laying in bed w my boy watching ANTM! 
4,1759465000,Sun May 10 19:16:15 PDT 2009,NO_QUERY,heytheredeahna,@natalietran uploadd!! 
4,1760007368,Sun May 10 20:27:01 PDT 2009,NO_QUERY,liveknowingthis,@natobasso thanks for linking to my blogpost &quot;hurting people hurt people&quot; 
4,1760040070,Sun May 10 20:31:32 PDT 2009,NO_QUERY,ejpm,is back...  http://plurk.com/p/t0n8w
4,1770780001,Mon May 11 22:13:36 PDT 2009,NO_QUERY,carlynncarnage,@Vikingfist Thanks for adding me to your cool people list for FF! 
4,1770926082,Mon May 11 22:38:50 PDT 2009,NO_QUERY,Deedumz,"@farkie03 I was there last week. Great beach, great food and very friendly locals  I wanna live there."
4,1771211542,Mon May 11 23:33:55 PDT 2009,NO_QUERY,arlenelines,Only 26 days left and we are leaveing for the States.... 4 weeks of  vacation is gonna be awesome  Could life be any better.
4,1791940796,Wed May 13 21:36:06 PDT 2009,NO_QUERY,mrjaredjames,@DavidKirlew Thank you sir. It's weird that I've been held back for so long (for some reason). I feel I must let myself out now!  PEACE 
4,1792422194,Wed May 13 23:05:22 PDT 2009,NO_QUERY,MsAngelTripp,@Quikszilva that explains everything 
4,1792693689,Wed May 13 23:56:10 PDT 2009,NO_QUERY,clandestine04,lol I made pa-cute hehe I'm safe for now 
4,1792719535,Thu May 14 00:01:11 PDT 2009,NO_QUERY,vickyypham,Shower time! 
4,1793029249,Thu May 14 01:06:15 PDT 2009,NO_QUERY,shostakov,@shurree I'll start twittering if you start twittering.  
4,1793459772,Thu May 14 02:46:43 PDT 2009,NO_QUERY,janniahfajardo,@film_production thNx 4 following my twitter acc. 
4,1793526119,Thu May 14 03:01:52 PDT 2009,NO_QUERY,GaryJ,@LearnAsOne What sort of maths are they doing? Equivalent to a 10yo in the UK? Ask her what 7 x 12 is 
4,1793593951,Thu May 14 03:17:19 PDT 2009,NO_QUERY,grublah,"mathtest tommorrow, finals "
4,1793803574,Thu May 14 04:02:35 PDT 2009,NO_QUERY,maudeleclerc,"@sofie_lee yeaaaah, well its like banana yellow but its just like our matching orange ones haha "
4,1794869713,Thu May 14 06:43:19 PDT 2009,NO_QUERY,takkuso,"@thebadhousewife It is, and I am. My wife said &quot;I bet they're setting you up to take a fall&quot;.. she's so supportive  She cracks me up"
4,1794870056,Thu May 14 06:43:21 PDT 2009,NO_QUERY,misstetz,@socialdiva I just signed up for your newsletter! 
4,1794998444,Thu May 14 06:58:07 PDT 2009,NO_QUERY,destiniashlynn,prayen saturday will do good =]] soo ready  beach is sooo close i can taste the salty water lol as you can tell i am uuber boredd =]] ily
4,1795087457,Thu May 14 07:08:07 PDT 2009,NO_QUERY,coliver82,@jax14 Not just you. 
4,1795957752,Thu May 14 08:39:08 PDT 2009,NO_QUERY,mortman,@DennisF @georgevhulme Scientia Craptacula is the faux-latin 
4,1824844071,Sun May 17 03:11:17 PDT 2009,NO_QUERY,nickduke,Sad eurovision is over for another year...but that Norway song did grow on me after a while...very pleased with 5th place UK 
4,1824844468,Sun May 17 03:11:23 PDT 2009,NO_QUERY,FlasherX,"@roytanck ;] bored you are? :] well, then a request I have ;] ... normally speaking  do you have as 2.0 sources of wp-cumulus? "
4,1824973376,Sun May 17 03:46:27 PDT 2009,NO_QUERY,flickity19,@MelbourneVixens absolutely awesome effort  so glad im a member 
4,1825121714,Sun May 17 04:26:27 PDT 2009,NO_QUERY,yovegan,@veganB12 A spud is a very special veg 
4,1825534339,Sun May 17 06:02:14 PDT 2009,NO_QUERY,TwistedBW,Twas like my punishment for squashing an apple..in the school playground! Dude..my dream was all over the place!!! 
4,1825556172,Sun May 17 06:06:34 PDT 2009,NO_QUERY,peace_chick420,8:10am getting ready to get on metra train for the greenfestival. I wil also be in my lemon shoes. peace.  
4,1826177737,Sun May 17 07:52:44 PDT 2009,NO_QUERY,Lyssa1983,Good morning !!  Today seems like a great day to stay home and relax all day!!...I just think I might!! 
4,1826417900,Sun May 17 08:27:50 PDT 2009,NO_QUERY,gerty197,@Alyssa_Milano good morning to you!!  it's already 17:25 where i live!! have a good day!!
4,1826490909,Sun May 17 08:38:05 PDT 2009,NO_QUERY,AliceYarr,NEW PARAMORE SONG!!! GAAHHH!!!!! IT'S FANTASMAGORICAL!!!! 
4,1827008770,Sun May 17 09:47:45 PDT 2009,NO_QUERY,shefalihaldar,"@enjoiheelflip aww thank you. who doesn't like penguins, right? "
4,1827100356,Sun May 17 09:59:48 PDT 2009,NO_QUERY,AdeleComputer,@Wossy Watching yr show from Friday. Excellent as usual &amp; the gorgeous Ewan McGregor......could watch &amp; listen 2 him all day (&amp; night!) 
4,1827219416,Sun May 17 10:14:46 PDT 2009,NO_QUERY,aineainepigs,"@khimmie95 If you dont mind, who's that gurl huh?! Haha. I'll help you slap her. Kidding. "
4,1827338900,Sun May 17 10:30:09 PDT 2009,NO_QUERY,kaoticlife128,@michaelsarver1 Lookin forward to seein you on the stage again 
4,1827389142,Sun May 17 10:36:25 PDT 2009,NO_QUERY,lariblink,@helle_182 happy  #delongeday unica pontagrossense fï¿½ de blink q eu conheï¿½o  haha
4,1827439022,Sun May 17 10:42:45 PDT 2009,NO_QUERY,Wesley_Null,I didn't even see Steve May looking at his phone in class!  I should have given him a demerit! 
4,1827478053,Sun May 17 10:47:42 PDT 2009,NO_QUERY,Scarlettx3,@debbieFletcher Did You havee a Good Day today ?? i did A Dancing Competion And Came 1st !!  x
4,1827487995,Sun May 17 10:49:01 PDT 2009,NO_QUERY,annarina,"@cmorbutt They're hilarious! Google them, some of the vids are on youtube "
4,1827548836,Sun May 17 10:56:51 PDT 2009,NO_QUERY,xxlaurenbeexx,@JessMcFlyxxx i suppose i can just say im twenty-teen haha!! gdgd yeh fine thanks just waiting on mcfly doin their bit on radio one  x x
4,1827592674,Sun May 17 11:02:15 PDT 2009,NO_QUERY,Mcflying_Kim,Falling In Love ? Im already in love with you Mcfly  ?
4,1827794849,Sun May 17 11:27:47 PDT 2009,NO_QUERY,EvelinaKunz,&quot;Mamma Mia&quot; on Tuesday and Wednesday 
4,1827803724,Sun May 17 11:28:55 PDT 2009,NO_QUERY,teleschau,AB What would you uninvent? 192 interesting comments in this blog  http://tinylink.com/?O5Pu0RML9U &quot;Eve&quot; is the best 
4,1827919978,Sun May 17 11:43:14 PDT 2009,NO_QUERY,veeball,@BobbiBillard Congrats! I had to take AED training as part of my work certs. 
4,1827970334,Sun May 17 11:49:32 PDT 2009,NO_QUERY,leonnea,@jpetroroy it's going to be a madhouse but fingers (&amp; toes) crossed that they pull it off. 
4,1827988837,Sun May 17 11:51:46 PDT 2009,NO_QUERY,Kelsowearsprada,Threw a really kick ass party last night. it was basically amazing. 
4,1828048070,Sun May 17 11:59:08 PDT 2009,NO_QUERY,Haleyvenable,Eating chips 
4,1831373164,Sun May 17 18:44:30 PDT 2009,NO_QUERY,glamourdolleyes,@MissCaseyB i will email you tonight 
4,1832256020,Sun May 17 20:28:11 PDT 2009,NO_QUERY,iyank,"@alvaromano almost forgot to wish you a happy birthday. wish you all the best, dude. "
4,1832946225,Sun May 17 21:53:26 PDT 2009,NO_QUERY,ladycirce,Can someone pick me up from the atl airport on June 1st?  
4,1833022916,Sun May 17 22:05:14 PDT 2009,NO_QUERY,Goonerific,spending time with Caleb makes me want to have kids 
4,1833387668,Sun May 17 23:07:44 PDT 2009,NO_QUERY,KevinEdwardsJr,@dominican_mami1 if you like 2 laugh..have a good time..follow me..its just that simple 
4,1833708692,Mon May 18 00:10:58 PDT 2009,NO_QUERY,niishh,@kayteejay6 i love you too 
4,1833715301,Mon May 18 00:12:19 PDT 2009,NO_QUERY,xoJennyPennyxo,"@rny_alison ahhahaa, not old at all  hehe I think old is like 70, lol your still a youngin', you still know what's shakin' "
4,1833810258,Mon May 18 00:32:18 PDT 2009,NO_QUERY,sammyburgess91,"No work today pheww, chillaxin for a few hours then go see the girls  any1 else havin a chiilout day? ;)"
4,1833822012,Mon May 18 00:34:47 PDT 2009,NO_QUERY,lizzieth,"Now, i'm ready to sleep, tomorrow i will wake up early, the school is waiting for me  so Goodnight"
4,1833884903,Mon May 18 00:48:37 PDT 2009,NO_QUERY,FuckSparkB,@Moni7dSHEGETDOE 
4,1833928465,Mon May 18 00:58:39 PDT 2009,NO_QUERY,fooflington,@mickelous Not a good day to break it then? 
4,1834243908,Mon May 18 02:11:02 PDT 2009,NO_QUERY,jeromea,@monicafrancesca I thought it was a really awesome season-ender.  Makes you also wonder who ends up with whom? 
4,1834305045,Mon May 18 02:25:26 PDT 2009,NO_QUERY,TamyT_xx,"good morning people  McFLY's coming to Brazil really soon, yeye \o/"
4,1834324537,Mon May 18 02:30:04 PDT 2009,NO_QUERY,sunitaphilips,@ch1m1changa a few hours more and then chicken rice awaits 
4,1834383707,Mon May 18 02:43:36 PDT 2009,NO_QUERY,stewartheys,@NatFace glad it made a difference. I shall endeavour to use it more 
4,1835368969,Mon May 18 05:49:58 PDT 2009,NO_QUERY,NinaMcFLY,"@tommcfly : aaw, glad that the cat is okay now.  xx"
4,1835453713,Mon May 18 06:01:39 PDT 2009,NO_QUERY,MichelleMMM,JOIN 'my new whatever joint' Tumblog called 'Just Chillin' http://imjustchilling.tumblr.com/ Thanks 
4,1835591677,Mon May 18 06:20:08 PDT 2009,NO_QUERY,KLBarber,"@irsdigital, great to chat to you at #Somesso09, here is a link to the audioboo I did, http://bit.ly/CkmhT   Will email you shortly "
4,1835640172,Mon May 18 06:26:27 PDT 2009,NO_QUERY,lorileehoward,@jkaymackey very good manners! 
